symbol,adf_p_level,adf_p_diff,adf_I(1),pp_p_level,pp_p_diff,pp_I(1)
HWM,0.5942416009334014,1.6361942344135463e-18,True,0.6302815290066413,0.0,True
HXL,0.2352448028059681,0.0,True,0.3163267357371577,0.0,True
IBKR,0.5531104973150834,0.0,True,0.5145154837650622,0.0,True
IBM,0.6420899051548646,0.0,True,0.6247904745037896,0.0,True
ICE,0.3095887154391635,0.0,True,0.28900241911934776,0.0,True
ICLN,0.7647640432637746,0.0,True,0.750043181669408,0.0,True
IDXX,0.8345873732830211,2.6993404324568937e-30,True,0.8062147284932498,0.0,True
IEX,0.5513570057502453,1.055657196425759e-27,True,0.5767323593639726,0.0,True
IFF,0.8041133604703373,0.0,True,0.8299261374287559,0.0,True
IGV,0.40481726491753356,0.0,True,0.4087259859101192,0.0,True
IHI,0.061205608194686296,0.0,True,0.0732974683659826,0.0,True
IJH,0.13185717641266115,0.0,True,0.19439454543638818,0.0,True
IJR,0.14918108773812594,0.0,True,0.2011577074056437,0.0,True
IJS,0.20971440232324556,0.0,True,0.2727774640035353,0.0,True
ILMN,0.47576962935697975,0.0,True,0.48016954561743064,0.0,True
INCY,0.8919479584357588,0.0,True,0.9018740480264169,0.0,True
INDA,0.10039868132701113,0.0,True,0.10918814864357579,0.0,True
INGR,0.43342070651138837,0.0,True,0.5032780185079102,0.0,True
INSP,0.6364373533687653,0.0,True,0.6576424849070207,0.0,True
INTC,0.33945324151758394,0.0,True,0.3309604812734952,0.0,True
INTU,0.053283046676801595,0.0,True,0.07318092742474798,0.0,True
IONS,0.9411830114123946,0.0,True,0.9366759800870893,0.0,True
IP,0.25710272148374536,3.6262432188862934e-26,True,0.3482434168081462,0.0,True
IPGP,0.07654901932166146,3.400879380031066e-22,True,0.09886684424159292,0.0,True
IQV,0.4935917895674933,0.0,True,0.5228698194541532,0.0,True
IR,0.15454407537891202,0.0,True,0.1965264614853931,0.0,True
IRDM,0.4365897677885741,0.0,True,0.4368264807333717,0.0,True
ISRG,0.1583560556498333,0.0,True,0.17002748248313243,0.0,True
IT,0.9400665968000202,9.552492653789973e-27,True,0.9377513975909105,0.0,True
ITOT,0.6461111144572771,1.583025506145931e-24,True,0.6394402415622233,0.0,True
ITT,0.3846046426287792,0.0,True,0.4876300031520121,0.0,True
ITW,0.07810592076945001,5.500003556240337e-09,True,0.01130734285015635,0.0,False
IUSG,0.5850597634907868,2.9221320450141323e-24,True,0.5670028935965183,0.0,True
IUSV,0.5573916949603098,2.945225729466019e-24,True,0.569095258509535,0.0,True
IVE,0.5667540143819626,3.0093738494185087e-24,True,0.5792335604852477,0.0,True
IVW,0.5999315623313962,3.220274700389711e-24,True,0.5798141376757603,0.0,True
IVZ,0.8787112755593431,9.929078900838002e-28,True,0.8994876559327765,0.0,True
IWB,0.647304627795815,1.1500879763100013e-24,True,0.635168087095626,0.0,True
IWD,0.6084470590541978,7.596624194327183e-24,True,0.6341038099223285,0.0,True
IWF,0.6089387260660822,5.357412093565125e-24,True,0.5821676416131276,0.0,True
IWM,0.398220134592784,0.0,True,0.5045309343467252,0.0,True
IWN,0.32559638309195355,0.0,True,0.4077092141997165,0.0,True
IWO,0.39610750631694824,0.0,True,0.5072723772962205,0.0,True
IWS,0.3197415976679683,0.0,True,0.42647478999855293,0.0,True
IYR,0.17837643598825464,0.0,True,0.24620750692511317,0.0,True
IYW,0.6843906334771521,8.556828425868392e-24,True,0.6454545823856246,0.0,True
J,0.18143003580304495,3.913781980679673e-19,True,0.11576951130096164,0.0,True
JBHT,0.41680639236488476,1.4509983133100376e-21,True,0.35663323354975496,0.0,True
JBL,0.8763115392990395,0.0,True,0.8964766756645525,0.0,True
JCI,0.8150660454625206,0.0,True,0.8483108342948568,0.0,True
JEF,0.300570494254931,7.357871173003687e-16,True,0.3437418724417831,0.0,True
JKHY,0.2413731219243097,3.678996636261887e-19,True,0.07210593400688264,0.0,True
JLL,0.7351450375384805,0.0,True,0.8027243060133649,0.0,True
JNJ,0.9794082941694102,4.304529332556214e-30,True,0.9629883351937405,0.0,True
JPM,0.7335346518982707,0.0,True,0.7778932040530004,0.0,True
KBR,0.8917231578384731,0.0,True,0.9309849235712391,0.0,True
KDP,0.5553799546191635,0.0,True,0.4456419721222734,0.0,True
KEY,0.42570279464829697,0.0,True,0.5000766863174507,0.0,True
KEYS,0.4618107039603063,0.0,True,0.527691208982405,0.0,True
KHC,0.78094933643499,0.0,True,0.8325495171664434,0.0,True
KKR,0.12141523758538847,0.0,True,0.1383752487301731,0.0,True
KLAC,0.6985583712951863,0.0,True,0.7880557896296048,0.0,True
KMB,0.8890667143974496,5.5942123860737705e-22,True,0.9123012111518147,0.0,True
KMI,0.5939269019844488,1.2944854997618863e-26,True,0.5782320789071356,0.0,True
KMX,0.9431741404512151,0.0,True,0.935562060204292,0.0,True
KNX,0.2558825156419233,0.0,True,0.18348338793635316,0.0,True
KO,0.30647229105631846,0.0,True,0.30758529163882925,0.0,True
KR,0.26122326949317337,0.0,True,0.2817407045633321,0.0,True
KRE,0.4381054789622117,0.0,True,0.4514277856739871,0.0,True
KSS,0.5286373494140819,0.0003595922573325984,True,0.5724350212539215,0.0,True
L,0.7701684072886636,6.418404440719498e-30,True,0.899735639967107,0.0,True
LAD,0.17902635831691555,0.0,True,0.18759484783954744,0.0,True
LDOS,0.22118165574274662,0.0,True,0.26208602607806375,0.0,True
LEA,0.26323789576467604,0.0,True,0.2837036731896986,0.0,True
LEG,0.06724305531115674,0.0,True,0.06312123351184491,0.0,True
LEN,0.8182857960053231,0.0,True,0.8483419121175634,0.0,True
LEVI,0.14265227328371782,0.0,True,0.15053913576886396,0.0,True
LH,0.4876962016540246,0.0,True,0.5784708791286586,0.0,True
LHX,0.8375422897854843,0.0,True,0.8584745600074596,0.0,True
LII,0.17377503065756267,0.0,True,0.2987851948398219,0.0,True
LITE,0.9984401858115677,2.5624140822941663e-23,True,0.9982887284388237,0.0,True
LKQ,0.6358224144787901,0.0,True,0.7420667365861623,0.0,True
LLY,0.15732146215158732,0.0,True,0.121928677117009,0.0,True
LMT,0.371904627455111,0.0,True,0.31535819464389303,0.0,True
LNC,0.4640520925729431,0.0,True,0.5903407037995689,0.0,True
LNT,0.6672556324094937,0.0,True,0.7357020226841017,0.0,True
LOW,0.12422669711490703,0.0,True,0.10306608679262302,0.0,True
LPLA,0.514630929608771,0.0,True,0.47508795599233716,0.0,True
LPX,0.20720813880368666,0.0,True,0.19020544946699763,0.0,True
LRCX,0.9421406822631473,0.0,True,0.9537685674796881,0.0,True
LSCC,0.19191049701206336,1.3006591765023105e-27,True,0.2220886649912196,0.0,True
LSTR,0.708911950784189,3.1114881118351305e-24,True,0.7077547197015173,0.0,True
LUV,0.17242124889597915,5.414979056340421e-27,True,0.16625148716047222,0.0,True
LVS,0.6997605805915873,4.265247186594844e-27,True,0.568570188734222,0.0,True
LW,0.4748814055942299,0.0,True,0.5807665725538671,0.0,True
LYB,0.9575740755451276,3.638654898773348e-28,True,0.9763385518866623,0.0,True
LYFT,0.2825454301092987,0.0,True,0.29029706320752824,0.0,True
LYV,0.6291460567075186,6.024261848372032e-26,True,0.6060291654532313,0.0,True
M,0.53769555314869,0.0,True,0.6638187107521026,0.0,True
MA,0.3270278407289544,2.4863359728057056e-19,True,0.38360249334474755,0.0,True
MAN,0.9437394427650899,0.0,True,0.9665275343633087,0.0,True
MANH,0.6012756089786406,0.0,True,0.5782836255177564,0.0,True
MAR,0.3422762454363148,7.819419218472865e-23,True,0.28546402805658744,0.0,True
MAS,0.26772985625114065,0.0,True,0.2922046894993695,0.0,True
MASI,0.16482228467879861,0.0,True,0.23016205105689302,0.0,True
MAT,0.018201132171724442,0.0,False,0.001026148455388532,0.0,False
MCD,0.2597542811787691,0.0,True,0.3468618543761578,0.0,True
MCHI,0.6452375085046516,0.0,True,0.6505119786733742,0.0,True
MCHP,0.40452884939406747,6.525385913081634e-17,True,0.40157058330225026,0.0,True
MCK,0.7532497315769632,1.1378070132922093e-29,True,0.7591533894007036,0.0,True
MCO,0.29935616979313695,0.0,True,0.3987067341144376,0.0,True
MDB,0.4900454892114012,0.0,True,0.42841697566490106,0.0,True
MDLZ,0.7194430185599685,0.0,True,0.7221058846215321,0.0,True
MDT,0.35173048511211985,0.0,True,0.22568218725503258,0.0,True
MDY,0.12846766108268898,0.0,True,0.19250131793202707,0.0,True
MEDP,0.7000790398503813,0.0,True,0.7612648886068674,0.0,True
MET,0.037234295316923106,9.767527209647637e-27,False,0.06846564100812663,0.0,True
META,0.06297016884905011,0.0,True,0.06308750720261304,0.0,True
MGM,0.1020375916499961,1.7808739236770386e-23,True,0.129393547855491,0.0,True
MHK,0.22083479473800677,0.0,True,0.22548227050262548,0.0,True
MIDD,0.024721650494582203,1.268529877068146e-22,False,0.012605839931232014,0.0,False
MKL,0.7003797122069766,4.0109110124468616e-24,True,0.8101696081232397,0.0,True
MKSI,0.5628566365803072,0.0,True,0.5792574841216452,0.0,True
MKTX,0.2941874226212412,0.0,True,0.28310794027776276,0.0,True
MLM,0.23787835786284883,9.803142033651855e-30,True,0.20402166166705898,0.0,True
MMM,0.7155207702273926,0.0,True,0.7595645743334618,0.0,True
MNST,0.9552324126621098,0.0,True,0.9475364572113842,0.0,True
MO,0.4984460979896148,0.0,True,0.4910034224653495,0.0,True
MOH,0.8659458281112331,0.0,True,0.8106529230036232,0.0,True
MOS,0.2356878734995685,8.0050262588314e-25,True,0.2155332466826535,0.0,True
MPC,0.24342441599017217,0.0,True,0.17557061789477163,0.0,True
MPWR,0.3357092143374088,0.0,True,0.25724615612187063,0.0,True
MRK,0.7089078173461625,0.0,True,0.725798822570885,0.0,True
MRNA,0.7210542901157498,0.0,True,0.729209948398996,0.0,True
MRSH,0.4956164233339557,1.3923447675020715e-22,True,0.546848887941161,0.0,True
MRVL,0.2486583771337379,1.536131021668189e-23,True,0.11443530296084481,0.0,True
MS,0.9183044939957825,0.0,True,0.9344813034252506,0.0,True
MSCI,0.06484500315659555,3.958832642503155e-25,True,0.06988524317228628,0.0,True
MSFT,0.31617726796360546,0.0,True,0.31390477245741166,0.0,True
MSI,0.21936859840809086,0.0,True,0.21841151377499152,0.0,True
MSM,0.2667471637401658,3.1824879106135695e-17,True,0.08600531831147329,0.0,True
MSTR,0.04519272733427511,7.531138528994828e-08,False,0.286411564415687,0.0,True
MTB,0.36460382739189723,1.0478771797129959e-14,True,0.4605458016009012,0.0,True
MTD,0.09660899734869544,0.0,True,0.12006717586193283,0.0,True
MTN,0.6053359750188259,0.0,True,0.7271277868324877,0.0,True
MTUM,0.266825990161895,0.0,True,0.276014108879703,0.0,True
MTZ,0.7120132565104024,0.0,True,0.7459700191841245,0.0,True
MU,0.9740766878633415,2.4951317334956443e-22,True,0.9684678516201495,0.0,True
NBIX,0.1340491637055412,0.0,True,0.1121503364276949,0.0,True
NCLH,0.2433452167889955,0.0,True,0.20958077172520362,0.0,True
NDAQ,0.7710680852273111,0.0,True,0.7919408551688207,0.0,True
NDSN,0.3161485240886649,0.0,True,0.30360456950206816,0.0,True
NDX,0.682563726114082,1.2028584383130574e-16,True,0.6606851015627453,0.0,True
NEE,0.3143902500647384,5.716791382006732e-30,True,0.3507710364616242,0.0,True
NEM,0.9801939637324503,1.0536116277512841e-21,True,0.9834190099094883,0.0,True
NET,0.8270510077655226,0.0,True,0.8136885928454995,0.0,True
NFLX,0.2362902613356344,0.0,True,0.2331827496641088,0.0,True
NI225,0.6330350027815711,1.7047657557171405e-28,True,0.6844671151020368,0.0,True
NI,0.7193270796762942,4.21407190556143e-21,True,0.7080656812282189,0.0,True
NKE,0.3128151183758414,1.5887911435725215e-21,True,0.3002616017588029,0.0,True
NOC,0.5245170840942239,0.0,True,0.5330413750674525,0.0,True
NOV,0.21305942413623785,0.0,True,0.30067231395594285,0.0,True
NOW,0.17172450839480824,0.0,True,0.21117301172485192,0.0,True
NRG,0.5821236877649086,0.0,True,0.580532134519627,0.0,True
NSC,0.3919762041653046,2.5000509889359702e-24,True,0.45616551463899824,0.0,True
NTAP,0.1570078935129372,0.0,True,0.1375963659757251,0.0,True
NTNX,0.07292995365455011,0.0,True,0.04149524030168065,0.0,False
NTRS,0.8789671839432079,0.0,True,0.8784560175343913,0.0,True
NUE,0.3818728809194071,7.493324536936937e-30,True,0.40052035270491326,0.0,True
NVDA,0.037825845223051276,6.771065576755637e-25,False,0.03358032601326331,0.0,False
NVST,0.04688826950032858,0.0,False,0.0735535814327914,0.0,True
NWL,0.66579083507741,0.0,True,0.706312681873166,0.0,True
NWSA,0.04564605374500986,2.754941356059832e-26,False,0.04458346016649324,0.0,False
NXST,0.13850622212037872,7.075857265301784e-30,True,0.17618203665919502,0.0,True
NYT,0.862246178454237,0.0,True,0.8798256662719806,0.0,True
NZDCAD,0.08577273547252706,0.0,True,0.17658223923382715,0.0,True
NZDCHF,0.9340171074785063,2.2933397250510435e-26,True,0.948446196838759,0.0,True
NZDJPY,0.2992329861015506,0.0,True,0.28268973152997445,0.0,True
NZDUSD,0.156193383676684,0.0,True,0.18431954360126113,0.0,True
OC,0.7948714409657605,0.0,True,0.7951379506927952,0.0,True
ODFL,0.5125640956930706,0.0,True,0.46783084963247895,0.0,True
OEF,0.6850241379597132,1.974192398342635e-24,True,0.6620723040008283,0.0,True
OGE,0.5832858644791714,8.771514584357009e-19,True,0.6323786647503935,0.0,True
OKE,0.5063160683787432,0.0,True,0.5713627466694102,0.0,True
OKTA,0.10050982334079006,0.0,True,0.08426935083095682,0.0,True
OLED,0.5314402482097926,5.165845764249677e-21,True,0.5012728468273859,0.0,True
OLLI,0.3874629989364886,5.785444720105345e-17,True,0.4755512382867218,0.0,True
OLN,0.8282695018982305,0.0,True,0.8273263790202898,0.0,True
OMC,0.5280860582608555,0.0,True,0.6037273990146624,0.0,True
OMCL,0.5625416337484519,0.0,True,0.44170067210721764,0.0,True
OMF,0.4549164841737587,1.1233341259882249e-17,True,0.5452678572594115,0.0,True
ON,0.4136074361369206,0.0,True,0.3971175123170401,0.0,True
ORCL,0.44036486760700394,0.0,True,0.4392741140741268,0.0,True
ORI,0.8101538526153358,0.0,True,0.8726821440053012,0.0,True
ORLY,0.3909543924238734,0.0,True,0.39461321724657894,0.0,True
OSK,0.3417529902861409,6.742934615156563e-24,True,0.35836798019573246,0.0,True
OTIS,0.04698808328948203,0.0,False,0.048686596810343666,0.0,False
OXY,0.8191255574875551,1.979433402419201e-15,True,0.7247265527289088,0.0,True
OZK,0.025993649780094698,0.0,False,0.009574153361913851,0.0,False
PANW,0.0574815889567316,9.587854577547453e-24,True,0.07838748102743624,0.0,True
PAYX,0.6079920453652723,1.592000098912921e-24,True,0.7387090007796636,0.0,True
PCAR,0.11177924763203079,0.0,True,0.12047528411704234,0.0,True
PCTY,0.49349224040029627,2.326089558775206e-25,True,0.45324339917038603,0.0,True
PEG,0.23818970720876803,0.0,True,0.24917315408001883,0.0,True
PEGA,0.44575080637148334,0.0,True,0.46780478853621277,0.0,True
PEN,0.6721604519543343,0.0,True,0.7092995694065611,0.0,True
PENN,0.012765804781119485,0.0,False,0.020835548532988604,0.0,False
PEP,0.4996360035677431,0.0,True,0.5663869325607128,0.0,True
PFE,0.1114440140799568,0.0,True,0.1478121808459914,0.0,True
PFF,0.19295391136890538,2.755599854065913e-23,True,0.22265444135157153,0.0,True
PFG,0.0035491052822408955,2.1404810194023338e-27,False,0.003740054638451699,0.0,False
PFGC,0.5401529677062085,6.904794836691246e-30,True,0.5873321609458262,0.0,True
PG,0.6764484666213484,4.233831584774831e-19,True,0.47489445276874426,0.0,True
PGNY,0.27644884807400005,0.0,True,0.30704408989799026,0.0,True
PGR,0.041720051512540664,0.0,False,0.03906144811225421,0.0,False
PH,0.658818898616136,0.0,True,0.7474036623667505,0.0,True
PHM,0.13784573393756522,0.0,True,0.1647391564155013,0.0,True
PII,0.6451690035038485,1.2710534725097534e-24,True,0.5828581731020379,0.0,True
PINS,0.08468583389096218,7.42060184614997e-12,True,0.16424170873043903,0.0,True
PKG,0.1968309272339122,2.7736353104655187e-28,True,0.2065971944841946,0.0,True
PLD,0.11902110894391821,0.0,True,0.08958611810395478,0.0,True
PLNT,0.7461709945946864,0.0,True,0.7865586909172243,0.0,True
PM,0.7243239662523553,0.0,True,0.7251643500859435,0.0,True
PNC,0.5593762777202387,0.0,True,0.5117366120058645,0.0,True
PNFP,0.35364660424053307,0.0,True,0.29013883664032836,0.0,True
PNW,0.4326608918307682,0.0,True,0.45545241594684954,0.0,True
PODD,0.6745007429425447,0.0,True,0.7174257544633368,0.0,True
POOL,0.8605947646427834,0.0,True,0.9336508030910745,0.0,True
POST,0.016280751000031148,4.7184531267520945e-30,False,0.0229342926059003,0.0,False
PPG,0.5590963119510511,1.355446860691586e-14,True,0.489317719118967,0.0,True
PPL,0.5862466579777054,2.3723389720804816e-29,True,0.6042274284476763,0.0,True
PRU,0.07206368760876276,1.2801016058460819e-09,True,0.135690205442261,0.0,True
PSA,0.39924174107653193,0.0,True,0.4089773224716106,0.0,True
PSTG,0.09703452831488812,0.0,True,0.09827951623697007,0.0,True
PTC,0.20434618943058935,0.0,True,0.15383354978989827,0.0,True
PVH,0.5856638087612461,4.735017909964159e-15,True,0.5954542090681314,0.0,True
PWR,0.5703872580220596,0.0,True,0.6516866663549292,0.0,True
PYPL,0.3060378748244462,0.0,True,0.39416107527803873,0.0,True
QCOM,0.06847396635629843,0.0,True,0.05683839021686133,0.0,True
QQQ,0.6862853697156382,6.186598571916626e-24,True,0.6614720281870594,0.0,True
QRVO,0.3204278633424681,0.0,True,0.311159337002305,0.0,True
QTWO,0.21089115876531822,0.0,True,0.2131351696679784,0.0,True
QUAL,0.2969662626067975,3.602911786305249e-24,True,0.28756617192801265,0.0,True
RARE,0.7532422350408519,0.0,True,0.7869180538771534,0.0,True
RCL,0.5935171042805057,6.07397968596648e-16,True,0.5764917743261815,0.0,True
REGN,0.7244885877774286,2.1656250873831348e-27,True,0.7473267222599782,0.0,True
RF,0.5724312912708168,0.0,True,0.5683990985212867,0.0,True
RGA,0.033764946513048476,0.0,False,0.04548330605185855,0.0,False
RGEN,0.11465730208076086,0.0,True,0.1453733334148284,0.0,True
RGLD,0.907761221858784,2.3580055803572888e-27,True,0.9186732331422054,0.0,True
RH,0.5829390870743688,5.1244884569291477e-23,True,0.5155609657001152,0.0,True
RHI,0.9797637068094502,0.0,True,0.9805960019991883,0.0,True
RJF,0.523654437865551,0.0,True,0.5212921072530834,0.0,True
RL,0.7568144327285324,2.0653537638499779e-16,True,0.7909930598816195,0.0,True
RMD,0.11154152647935017,0.0,True,0.17898604511243077,0.0,True
RNG,0.09261093614177962,0.0,True,0.0660782530530048,0.0,True
ROK,0.6969911426071714,4.438070076740861e-30,True,0.793160296719088,0.0,True
ROKU,0.4163815106535132,0.0,True,0.5227503775362397,0.0,True
ROL,0.6156961291006359,1.2900426137717166e-27,True,0.684383904064978,0.0,True
ROP,0.7074013442355436,0.0,True,0.817792875910766,0.0,True
ROST,0.620287457724382,0.0,True,0.5346180600630167,0.0,True
RPM,0.2996733537195179,0.0,True,0.23063754144888182,0.0,True
RRR,0.2210217259945912,0.0,True,0.2855852123932493,0.0,True
RRX,0.13625334524744942,7.833925389122747e-15,True,0.1511281929285142,0.0,True
RS,0.007518467770627469,0.0,False,0.0042527172003290845,0.0,False
RSG,0.13571570507622766,1.808115470747187e-23,True,0.1586566695042857,0.0,True
RSP,0.45426215789751906,7.829033419065117e-24,True,0.4769674375677128,0.0,True
RTX,0.8377028022592956,3.2784537698415565e-09,True,0.8678440934724414,0.0,True
RVTY,0.5432767747916496,2.0400562785282504e-18,True,0.37621812162761753,0.0,True
SAIA,0.6386766817140235,7.77306213379763e-11,True,0.540999725430146,0.0,True
SAIC,0.42467342092006016,0.0,True,0.3779284652354955,0.0,True
SAM,0.69009931221349,0.0,True,0.6803856952861662,0.0,True
SBUX,0.10138630380152047,0.0,True,0.09999137199274127,0.0,True
SCHB,0.6460253348332501,2.096974625686208e-24,True,0.6381667342266437,0.0,True
SCHD,0.0527897933184686,5.0470861215251174e-23,True,0.08149281367478911,0.0,True
SCHF,0.8075621924184501,9.107787966145005e-25,True,0.8770532487208799,0.0,True
SCHG,0.5607366266732253,2.3918557413628342e-24,True,0.5359856288901882,0.0,True
SCHV,0.5235026125753399,2.1032017875760367e-23,True,0.6195443518735965,0.0,True
SCHW,0.8117437220149801,0.0,True,0.8121851014129882,0.0,True
SCI,0.06219253094711639,0.0,True,0.10045445807338971,0.0,True
SCZ,0.8341501070197386,2.2483887599300056e-24,True,0.8819102473882281,0.0,True
SEE,0.30463500278874056,0.0,True,0.2455242779429963,0.0,True
SF,0.5669610225376347,0.0,True,0.6078243293813389,0.0,True
SGI,0.9179284742927587,1.2380057456722713e-12,True,0.9039992801754761,2.2531929365337796e-28,True
SHW,0.11395245740131454,0.0,True,0.1132508240957461,0.0,True
SITE,0.12006043705468578,0.0,True,0.1845646823847255,0.0,True
SJM,0.07819519598890208,6.706731259921217e-30,True,0.1514510543041419,0.0,True
SKYY,0.4914533274073838,0.0,True,0.48949369295002715,0.0,True
SLAB,0.03161494676487311,0.0,False,0.02290037528299567,0.0,False
SLB,0.303624475851797,0.0,True,0.3516600863957632,0.0,True
SLM,0.39720701826424043,1.449440543338906e-29,True,0.4535366107562394,0.0,True
SLV,0.9971242500563648,6.547003947002994e-24,True,0.9984091828652888,0.0,True
SMG,0.19989861206598752,0.0,True,0.21460704770021527,0.0,True
SMH,0.5849860231688017,1.2972237882010159e-23,True,0.5394804676360918,0.0,True
SNA,0.5663982257232495,2.3035109700653937e-23,True,0.5584768723417304,0.0,True
SNAP,0.20962855227545535,0.0,True,0.20834185388071164,0.0,True
SNPS,0.061816174739372426,0.0,True,0.03975695810860199,0.0,False
SNX,0.34747308149933437,1.7337520800470322e-14,True,0.47021929302702203,0.0,True
SO,0.3878336470686296,5.957129380295953e-30,True,0.40721813697269604,0.0,True
SOXX,0.6044776799820258,8.688051863437316e-24,True,0.5332766883357519,0.0,True
SP500,0.6422441107314515,6.591749800475218e-17,True,0.6476316562378894,0.0,True
SPA35,0.9777055479468132,1.1220409018522983e-14,True,0.9856133083897145,0.0,True
SPDW,0.8351773566983158,5.212908259826814e-25,True,0.8932273443022178,0.0,True
SPG,0.3098767637742109,1.7065953838936038e-24,True,0.4178774774683741,0.0,True
SPGI,0.32064796038620025,0.0,True,0.34815402530490663,0.0,True
SPLV,0.3262019788040178,3.1076233130133395e-20,True,0.3580829975329524,0.0,True
SPY,0.6462424356875166,1.302183875644213e-24,True,0.634479306275608,0.0,True
SPYG,0.5988571263702325,3.9918528659499745e-24,True,0.5793934817485359,0.0,True
SPYV,0.5605201299797223,5.846644540364672e-24,True,0.5782291142781559,0.0,True
SRE,0.3455083384714691,0.0,True,0.4170809704082717,0.0,True
SRPT,0.9360967901306269,0.0,True,0.9456496226828927,0.0,True
SSNC,0.5518451015639284,0.0,True,0.6077483989937914,0.0,True
ST,0.3435747675540223,0.0,True,0.29780388206405367,0.0,True
STE,0.15192001514226838,0.0,True,0.1264221043059236,0.0,True
STLD,0.32994188212475867,6.565205979743309e-30,True,0.3714903618510671,0.0,True
STOXX50E,0.3866696722461233,0.0,True,0.46344531887699036,0.0,True
STT,0.9237167668437994,0.0,True,0.9461652425610768,0.0,True
STZ,0.9345697081081035,0.0,True,0.9320802781669357,0.0,True
SWK,0.308775146848962,0.0,True,0.3224178129366131,0.0,True
SWKS,0.603050650317289,0.0,True,0.5825900832507791,0.0,True
SYF,0.788159878397693,2.0467344626219917e-18,True,0.7585530114397625,0.0,True
SYK,0.014050832458973634,0.0,False,0.014257989464423025,0.0,False
SYNA,0.12760852793212568,0.0,True,0.18494858355641908,0.0,True
SYY,0.012878824755499228,0.0,False,0.02638430917599868,0.0,False
T,0.4512281674393174,7.454564614386975e-15,True,0.6320242573659576,0.0,True
TAP,0.629054871151998,0.0,True,0.5672343331611298,0.0,True
TDG,0.008748379089711338,2.0161889910896768e-24,False,0.012918202194560002,0.0,False
TDOC,0.0867491696607694,1.596761105417162e-17,True,0.10962917773198588,0.0,True
TDY,0.7086701112001227,2.826282770671248e-27,True,0.6877907193402422,0.0,True
TECH,0.3289990360633056,7.391664067427996e-23,True,0.4031825834859554,0.0,True
TER,0.8298665750518188,0.0,True,0.823854648576487,0.0,True
TFC,0.34779578052567794,0.0,True,0.3507568206738705,0.0,True
TFX,0.7388002994264598,0.0,True,0.7803896900928704,0.0,True
TGT,0.8240911263968502,3.2620408229192316e-30,True,0.8234201897097266,0.0,True
THC,0.22434911060370288,2.196776843038039e-15,True,0.22408231120368538,0.0,True
THO,0.2211962647456402,0.0,True,0.16225259116080465,0.0,True
TIP,0.3232912424431019,2.988713613383904e-20,True,0.40643673466359276,0.0,True
TJX,0.8072304188669074,4.8198759620312086e-23,True,0.8350885939936116,0.0,True
TKR,0.14706331555324265,0.0,True,0.0970326966343858,0.0,True
TLT,0.14892199148180063,3.3288358475788616e-22,True,0.11491905295333338,0.0,True
TMO,0.5397878597859123,0.0,True,0.5385158617784306,0.0,True
TMUS,0.49766365064956203,5.0560462664460235e-15,True,0.4868574349935096,0.0,True
TNDM,0.6622905414524028,1.3873185507960124e-15,True,0.6451769570920768,0.0,True
TNL,0.7446413370076533,0.0,True,0.7777788399936634,0.0,True
TOL,0.22901888006977789,1.4570462347715114e-22,True,0.21491567939749,0.0,True
TPL,0.43160130151269205,0.0,True,0.4436485105179311,0.0,True
TPR,0.9049014039720334,1.864220077650292e-09,True,0.933791823635082,0.0,True
TREX,0.9048807600997824,0.0,True,0.9226729959411879,0.0,True
TRGP,0.21362114769212903,0.0,True,0.20273898704453436,0.0,True
TRIP,0.32191545739123767,1.6151917256787635e-27,True,0.33217981564362786,0.0,True
TRMB,0.48526581616456377,0.0,True,0.4840109556547799,0.0,True
TROW,0.3576211405572077,4.773627229567546e-25,True,0.2751377727552494,0.0,True
TRU,0.0723452295465152,0.0,True,0.10897504630958726,0.0,True
TRV,0.41158257801502024,2.456350611826199e-30,True,0.42341870463945547,0.0,True
TSCO,0.02575234724954091,2.268392755835925e-24,False,0.01607702801893681,0.0,False
TSLA,0.7664135373447281,0.0,True,0.7607120988813465,0.0,True
TSN,0.05292425896946306,0.0,True,0.04695560186331172,0.0,False
TTC,0.14679781115239754,0.0,True,0.21390897740460119,0.0,True
TTD,0.8759733168093783,0.0,True,0.8356068217944637,0.0,True
TTEK,0.5199854386540314,0.0,True,0.49156683771718435,0.0,True
TTWO,0.9233519317037433,2.1536915053058973e-27,True,0.9137760275888501,0.0,True
TWLO,0.8499249551810135,0.0,True,0.8354037169125867,0.0,True
TXG,0.15366708897065923,0.0,True,0.10847073534279267,0.0,True
TXN,0.046284246369412654,2.2893908339610824e-09,False,0.06428346690139235,0.0,True
TXRH,0.008162742469524904,3.5918753180458744e-30,False,0.015131125254261302,0.0,False
TXT,0.23175108685190104,0.0,True,0.26561179759504744,0.0,True
TYL,0.3577519074005574,0.0,True,0.3999086962933791,0.0,True
UAL,0.7051031046118061,0.0,True,0.6995736665001878,0.0,True
UBER,0.11532367665123544,0.0,True,0.12937575873301982,0.0,True
UGI,0.8353070500279203,0.0,True,0.8804119268168099,0.0,True
UHS,0.26586835885609783,0.0,True,0.27283720980694026,0.0,True
UK100,0.8969886951406993,2.3328932005977988e-18,True,0.945650086449514,0.0,True
ULTA,0.757677526386848,0.0,True,0.7806851558062392,0.0,True
UNH,0.7251937539972209,0.0,True,0.7096492070327359,0.0,True
UNM,0.479520059491064,1.2840120345974463e-27,True,0.4804764428819279,0.0,True
UNP,0.01565373513346849,7.78299545544751e-24,False,0.01572271733599365,0.0,False
