time,open,high,low,close,tick_volume,spread,real_volume
2024-01-02,37773.0,37886.0,37532.0,37771.0,65129.0,1,0.0
2024-01-03,37780.0,37789.0,37440.0,37494.0,70980.0,1,0.0
2024-01-04,37510.0,37755.0,37470.0,37523.0,64065.0,1,0.0
2024-01-05,37542.0,37658.0,37281.0,37486.0,79213.0,1,0.0
2024-01-08,37465.0,37735.0,37261.0,37680.0,61212.0,1,0.0
2024-01-09,37683.0,37694.0,37401.0,37531.0,61859.0,1,0.0
2024-01-10,37535.0,37782.0,37496.0,37735.0,57254.0,1,0.0
2024-01-11,37732.0,37842.0,37431.0,37717.0,84485.0,1,0.0
2024-01-12,37718.0,37841.0,37461.0,37548.0,87844.0,1,0.0
2024-01-15,37567.0,37646.0,37520.0,37590.0,30237.0,1,0.0
2024-01-16,37578.0,37593.0,37214.0,37363.0,84943.0,1,0.0
2024-01-17,37376.0,37389.0,37144.0,37287.0,77304.0,1,0.0
2024-01-18,37272.0,37540.0,37137.0,37484.0,75656.0,1,0.0
2024-01-19,37478.0,37958.0,37426.0,37902.0,74387.0,1,0.0
2024-01-22,37917.0,38144.0,37904.0,38028.0,63253.0,1,0.0
2024-01-23,38041.0,38058.0,37824.0,37953.0,56453.0,1,0.0
2024-01-24,37951.0,38108.0,37806.0,37900.0,66011.0,1,0.0
2024-01-25,37923.0,38078.0,37772.0,38017.0,77937.0,1,0.0
2024-01-26,38017.0,38240.0,37917.0,38117.0,67026.0,1,0.0
2024-01-29,38092.0,38378.0,38037.0,38321.0,47885.0,1,0.0
2024-01-30,38312.0,38531.0,38273.0,38489.0,52338.0,1,0.0
2024-01-31,38545.0,38613.0,38142.0,38184.0,86414.0,1,0.0
2024-02-01,38192.0,38561.0,38113.0,38522.0,79693.0,1,0.0
2024-02-02,38533.0,38796.0,38339.0,38662.0,83949.0,1,0.0
2024-02-05,38665.0,38720.0,38233.0,38373.0,66891.0,1,0.0
2024-02-06,38362.0,38561.0,38295.0,38511.0,53012.0,1,0.0
2024-02-07,38530.0,38775.0,38481.0,38718.0,46338.0,1,0.0
2024-02-08,38714.0,38770.0,38552.0,38725.0,38954.0,1,0.0
2024-02-09,38725.0,38908.0,38575.0,38652.0,47821.0,1,0.0
2024-02-12,38665.0,38959.0,38627.0,38814.0,42927.0,1,0.0
2024-02-13,38817.0,38851.0,38049.0,38279.0,78248.0,1,0.0
2024-02-14,38296.0,38480.0,38211.0,38455.0,73325.0,1,0.0
2024-02-15,38417.0,38793.0,38380.0,38788.0,61344.0,1,0.0
2024-02-16,38774.0,38831.0,38576.0,38585.0,68432.0,1,0.0
2024-02-19,38633.0,38683.0,38618.0,38660.0,20937.0,1,0.0
2024-02-20,38650.0,38680.0,38471.0,38616.0,82882.0,1,0.0
2024-02-21,38594.0,38696.0,38350.0,38581.0,80798.0,1,0.0
2024-02-22,38622.0,39169.0,38590.0,39057.0,80335.0,1,0.0
2024-02-23,39070.0,39306.0,39049.0,39128.0,68961.0,1,0.0
2024-02-26,39159.0,39269.0,39050.0,39078.0,55542.0,1,0.0
2024-02-27,39094.0,39137.0,38896.0,38980.0,53070.0,1,0.0
2024-02-28,38953.0,38970.0,38758.0,38851.0,53620.0,1,0.0
2024-02-29,38868.0,39078.0,38793.0,38973.0,75566.0,1,0.0
2024-03-01,38987.0,39135.0,38851.0,39057.0,65010.0,1,0.0
2024-03-04,39083.0,39104.0,38885.0,38969.0,47528.0,1,0.0
2024-03-05,38960.0,38977.0,38464.0,38610.0,71304.0,1,0.0
2024-03-06,38585.0,38877.0,38559.0,38689.0,113721.0,1,0.0
2024-03-07,38690.0,38921.0,38523.0,38801.0,74415.0,1,0.0
2024-03-08,38784.0,39008.0,38623.0,38811.0,94074.0,1,0.0
2024-03-11,38823.0,38852.0,38524.0,38838.0,87402.0,1,0.0
2024-03-12,38860.0,39145.0,38690.0,39062.0,88583.0,1,0.0
2024-03-13,39053.0,39284.0,39006.0,39155.0,65812.0,1,0.0
