time,open,high,low,close,tick_volume,spread,real_volume
2024-01-02,11.22283,11.33912,11.19435,11.31638,63209.0,0,0.0
2024-01-03,11.29224,11.36712,11.28285,11.29192,73061.0,0,0.0
2024-01-04,11.29346,11.32402,11.25999,11.26816,86874.0,0,0.0
2024-01-05,11.25542,11.34347,11.22149,11.272,78127.0,0,0.0
2024-01-08,11.28761,11.3998,11.26108,11.34852,59042.0,0,0.0
2024-01-09,11.32777,11.37522,11.30232,11.327,64863.0,0,0.0
2024-01-10,11.3076,11.36392,11.27962,11.34986,66830.0,0,0.0
2024-01-11,11.33942,11.36478,11.29649,11.30472,65369.0,0,0.0
2024-01-12,11.30277,11.30938,11.25001,11.26356,84610.0,0,0.0
2024-01-15,11.25177,11.34872,11.24992,11.324,57732.0,0,0.0
2024-01-16,11.3116,11.40092,11.30892,11.38342,63508.0,0,0.0
2024-01-17,11.36492,11.46072,11.36492,11.43576,41395.0,0,0.0
2024-01-18,11.42777,11.46582,11.41932,11.44492,71829.0,0,0.0
2024-01-19,11.43492,11.46082,11.37673,11.43096,62831.0,0,0.0
2024-01-22,11.41342,11.45862,11.41148,11.444,55486.0,0,0.0
2024-01-23,11.42756,11.45092,11.39571,11.39792,63310.0,0,0.0
2024-01-24,11.38942,11.42812,11.37272,11.38592,51173.0,0,0.0
2024-01-25,11.37875,11.40252,11.31197,11.31262,61909.0,0,0.0
2024-01-26,11.31142,11.35181,11.29308,11.30132,103230.0,0,0.0
2024-01-29,11.29493,11.32412,11.27302,11.28912,75975.0,0,0.0
2024-01-30,11.28977,11.36556,11.27064,11.31712,56144.0,0,0.0
2024-01-31,11.32116,11.37626,11.29539,11.35792,111970.0,0,0.0
2024-02-01,11.35192,11.39552,11.30622,11.33512,112227.0,0,0.0
2024-02-02,11.32777,11.47685,11.32592,11.45092,81679.0,0,0.0
2024-02-05,11.43433,11.49962,11.40988,11.47692,78840.0,0,0.0
2024-02-06,11.45377,11.49442,11.37866,11.37966,66948.0,0,0.0
2024-02-07,11.39392,11.43042,11.36273,11.39886,52876.0,0,0.0
2024-02-08,11.37952,11.44836,11.37756,11.43996,44962.0,0,0.0
2024-02-09,11.43242,11.45682,11.36463,11.36852,51328.0,0,0.0
2024-02-12,11.36152,11.39732,11.30066,11.30232,38794.0,0,0.0
2024-02-13,11.30042,11.44632,11.29058,11.43092,72567.0,0,0.0
2024-02-14,11.41177,11.4388,11.33284,11.34626,106258.0,0,0.0
2024-02-15,11.34777,11.36954,11.33166,11.33489,67066.0,0,0.0
2024-02-16,11.33342,11.36581,11.31204,11.31675,120249.0,0,0.0
2024-02-19,11.32015,11.3355,11.29032,11.29291,66613.0,0,0.0
2024-02-20,11.29477,11.34492,11.29292,11.33187,50407.0,0,0.0
2024-02-21,11.32143,11.36369,11.31375,11.33886,69420.0,0,0.0
2024-02-22,11.32092,11.37982,11.30227,11.3748,51538.0,0,0.0
2024-02-23,11.34777,11.42322,11.34477,11.39676,46762.0,0,0.0
2024-02-26,11.38852,11.43709,11.37756,11.40166,57725.0,0,0.0
2024-02-27,11.40097,11.44732,11.39207,11.41981,80877.0,0,0.0
2024-02-28,11.40792,11.48352,11.40792,11.47092,63508.0,0,0.0
2024-02-29,11.47199,11.51552,11.43898,11.47003,111673.0,0,0.0
2024-03-01,11.4571,11.49932,11.3901,11.39723,114243.0,0,0.0
2024-03-04,11.39347,11.48232,11.38792,11.46696,72013.0,0,0.0
2024-03-05,11.46696,11.50272,11.41618,11.47233,47438.0,0,0.0
2024-03-06,11.46472,11.48747,11.42567,11.42986,84391.0,0,0.0
2024-03-07,11.42292,11.43701,11.35882,11.38567,65131.0,0,0.0
2024-03-08,11.37492,11.41341,11.32098,11.40239,86660.0,0,0.0
2024-03-11,11.39508,11.45172,11.38502,11.41306,145022.0,0,0.0
2024-03-12,11.40578,11.51242,11.40578,11.48792,94825.0,0,0.0
2024-03-13,11.48441,11.49992,11.45132,11.46653,100805.0,0,0.0
2024-03-14,11.45277,11.51432,11.4459,11.49739,59608.0,0,0.0
2024-03-15,11.47613,11.57275,11.47613,11.55957,91555.0,0,0.0
2024-03-18,11.55572,11.59552,11.52566,11.57992,48800.0,0,0.0
2024-03-19,11.54706,11.62242,11.54706,11.56562,69420.0,0,0.0
2024-03-20,11.56827,11.59422,11.52701,11.52986,59462.0,0,0.0
2024-03-21,11.52992,11.60166,11.48053,11.58219,75172.0,0,0.0
2024-03-22,11.5623,11.65699,11.55462,11.61733,50300.0,0,0.0
2024-03-25,11.60532,11.63292,11.58042,11.60972,58064.0,0,0.0
2024-03-26,11.5865,11.65521,11.5848,11.65039,78241.0,0,0.0
2024-03-27,11.6201,11.69434,11.6201,11.67295,102353.0,0,0.0
2024-03-28,11.6526,11.71932,11.6526,11.70987,108878.0,0,0.0
2024-03-29,11.70309,11.73819,11.65092,11.7034,59188.0,98,0.0
2024-04-01,11.68502,11.78588,11.67042,11.76866,43906.0,0,0.0
2024-04-02,11.75277,11.77762,11.66292,11.6672,73093.0,0,0.0
2024-04-03,11.65877,11.69132,11.60352,11.61099,58509.0,0,0.0
2024-04-04,11.607,11.64529,11.58306,11.62,65917.0,0,0.0
2024-04-05,11.60892,11.66652,11.59427,11.6213,90484.0,0,0.0
2024-04-08,11.61903,11.66382,11.55962,11.59712,48416.0,0,0.0
